City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
75,Cherskiy,68.75,161.3,-10.89,95,99,2.82,RU,2022-03-13 22:33:13
76,Pangnirtung,66.1451,-65.7125,-25.38,90,21,5.64,CA,2022-03-13 22:33:28
77,Santa Rita,-7.1139,-34.9781,81.27,83,20,6.91,BR,2022-03-13 22:33:28
78,Campanha,-21.8361,-45.4006,66.43,90,100,1.32,BR,2022-03-13 22:33:28
79,Micheweni,-4.9667,39.8333,78.37,80,65,4.68,TZ,2022-03-13 22:33:29
80,Tuktoyaktuk,69.4541,-133.0374,-9.4,77,20,11.5,CA,2022-03-13 22:33:29
81,Mount Isa,-20.7333,139.5,82.17,61,17,0.0,AU,2022-03-13 22:33:30
82,George Town,5.4112,100.3354,80.53,98,20,3.44,MY,2022-03-13 22:33:01
83,Hami,42.8,93.45,52.16,31,94,5.53,CN,2022-03-13 22:33:30
84,Porlamar,10.958,-63.8491,77.16,81,93,14.81,VE,2022-03-13 22:33:30
85,Lata,40.1629,-8.3327,48.07,89,72,4.07,PT,2022-03-13 22:33:31
86,Bluff,-46.6,168.3333,63.81,75,12,5.17,NZ,2022-03-13 22:33:31
87,Turukhansk,65.8167,87.9833,-20.9,100,87,5.44,RU,2022-03-13 22:33:31
88,Thompson,55.7435,-97.8558,14.16,62,100,16.11,CA,2022-03-13 22:33:32
89,Ulaanbaatar,47.9077,106.8832,10.53,85,40,0.0,MN,2022-03-13 22:33:32
90,Kirakira,-10.4544,161.9205,84.02,71,83,5.5,SB,2022-03-13 22:33:32
91,Touros,-5.1989,-35.4608,79.84,77,79,8.03,BR,2022-03-13 22:33:33
92,Soc Trang,9.6033,105.98,78.33,88,65,10.63,VN,2022-03-13 22:33:33
93,Ahipara,-35.1667,173.1667,74.16,54,13,3.09,NZ,2022-03-13 22:33:33
94,Saint-Georges,12.0564,-61.7485,80.28,69,20,11.5,GD,2022-03-13 22:33:34
95,Hambantota,6.1241,81.1185,77.02,79,84,8.88,LK,2022-03-13 22:33:34
96,Capitan Bado,-23.2667,-55.5333,69.04,83,73,3.98,PY,2022-03-13 22:33:35
97,Asfi,32.2994,-9.2372,59.13,89,96,6.71,MA,2022-03-13 22:33:35
98,Atuona,-9.8,-139.0333,78.91,71,89,13.4,PF,2022-03-13 22:33:35
99,Lagoa,39.05,-27.9833,55.18,59,87,12.68,PT,2022-03-13 22:33:36
100,East London,-33.0153,27.9116,69.57,91,99,4.97,ZA,2022-03-13 22:33:36
101,Fortuna,40.5982,-124.1573,58.93,57,20,3.0,US,2022-03-13 22:33:36
102,Yeppoon,-23.1333,150.7333,73.18,76,97,16.55,AU,2022-03-13 22:33:37
103,Clyde River,70.4692,-68.5914,-16.37,69,100,12.66,CA,2022-03-13 22:33:37
104,Matay,28.419,30.7792,47.21,51,1,16.78,EG,2022-03-13 22:33:37
105,Ler,8.3018,30.1418,86.05,26,100,2.26,SS,2022-03-13 22:33:38
106,Comodoro Rivadavia,-45.8667,-67.5,78.66,18,0,12.66,AR,2022-03-13 22:30:01
107,Faya,18.3851,42.4509,60.91,74,2,3.42,SA,2022-03-13 22:33:38
108,Naron,43.5167,-8.1528,48.69,86,99,2.28,ES,2022-03-13 22:33:39
109,Hasaki,35.7333,140.8333,61.2,73,100,21.39,JP,2022-03-13 22:33:39
110,Komsomolskiy,40.4272,71.7189,52.52,87,100,0.0,UZ,2022-03-13 22:33:39
111,Taunggyi,20.7833,97.0333,64.38,54,8,0.89,MM,2022-03-13 22:33:40
112,Tevaitoa,-16.7833,-151.5,81.39,73,80,8.55,PF,2022-03-13 22:33:40
113,Vaini,-21.2,-175.2,86.16,74,40,6.91,TO,2022-03-13 22:33:40
114,Cidreira,-30.1811,-50.2056,68.65,89,100,13.67,BR,2022-03-13 22:33:41
115,Port Alfred,-33.5906,26.891,67.37,89,100,16.26,ZA,2022-03-13 22:33:41
116,Takanabe,32.1333,131.5,64.29,79,32,5.35,JP,2022-03-13 22:33:42
117,Camacha,33.0833,-16.3333,56.62,67,40,26.46,PT,2022-03-13 22:33:42
118,Aykhal,66.0,111.5,-23.91,100,69,3.4,RU,2022-03-13 22:33:42
119,Khatanga,71.9667,102.5,-4.49,98,100,10.58,RU,2022-03-13 22:33:43
120,Talara,-4.5772,-81.2719,83.16,57,0,11.5,PE,2022-03-13 22:33:43
121,Languyan,5.2618,120.0807,79.32,84,42,2.48,PH,2022-03-13 22:33:43
122,Atikokan,48.7555,-91.6216,20.61,86,100,6.08,CA,2022-03-13 22:33:44
123,Byron Bay,-28.65,153.6167,71.49,75,80,9.64,AU,2022-03-13 22:33:44
124,Mackenzie,55.2999,-123.1698,21.42,58,100,3.44,CA,2022-03-13 22:29:08
125,Natal,-5.795,-35.2094,81.25,89,20,5.75,BR,2022-03-13 22:31:03
126,Manokwari,-0.8667,134.0833,81.52,72,67,1.66,ID,2022-03-13 22:33:44
127,Bulawayo,-20.15,28.5833,65.68,72,40,6.04,ZW,2022-03-13 22:33:45
128,Lavrentiya,65.5833,-171.0,11.05,70,1,3.78,RU,2022-03-13 22:33:45
129,Norman Wells,65.282,-126.8329,-5.76,65,0,4.61,CA,2022-03-13 22:33:46
130,Doctor Arroyo,23.6667,-100.1833,70.21,22,2,8.61,MX,2022-03-13 22:33:46
131,Salamiyah,35.0113,37.0532,35.74,94,97,7.58,SY,2022-03-13 22:33:46
132,Ambilobe,-13.2,49.05,73.74,95,100,1.41,MG,2022-03-13 22:33:47
133,Shangzhi,45.2167,127.9667,22.33,95,100,6.69,CN,2022-03-13 22:33:47
134,Yellowknife,62.456,-114.3525,0.41,62,20,12.66,CA,2022-03-13 22:30:25
135,Ojinaga,29.5667,-104.4167,78.57,18,0,0.0,MX,2022-03-13 22:33:48
136,Shostka,51.863,33.4698,27.82,80,97,5.03,UA,2022-03-13 22:33:48
137,Port Augusta,-32.5,137.7667,85.06,31,81,9.06,AU,2022-03-13 22:33:48
138,San Luis,-33.295,-66.3356,69.37,40,0,6.93,AR,2022-03-13 22:32:16
139,Port Lincoln,-34.7333,135.8667,73.51,57,85,8.43,AU,2022-03-13 22:30:25
140,Coari,-4.085,-63.1414,73.06,95,100,3.62,BR,2022-03-13 22:33:49
141,Mbala,-8.8402,31.3659,58.08,95,100,0.81,ZM,2022-03-13 22:33:49
142,Waddan,29.1614,16.139,58.24,34,1,10.74,LY,2022-03-13 22:33:50
143,Ponta Do Sol,32.6667,-17.1,61.72,68,44,24.7,PT,2022-03-13 22:33:50
144,Barrow,71.2906,-156.7887,1.42,71,0,8.05,US,2022-03-13 22:33:51
145,Young,-32.6833,-57.6333,63.39,58,9,1.83,UY,2022-03-13 22:33:51
146,Adrar,20.5022,-10.0711,70.02,13,0,8.55,MR,2022-03-13 22:33:51
147,Palana,59.1167,159.9667,11.41,65,1,1.32,RU,2022-03-13 22:33:52
148,Sistranda,63.7256,8.834,44.56,78,100,13.62,NO,2022-03-13 22:33:52
149,Tromso,69.6496,18.957,30.22,86,0,1.14,NO,2022-03-13 22:33:53
150,Port Elizabeth,-33.918,25.5701,63.1,88,20,20.71,ZA,2022-03-13 22:33:53
151,Yerbogachen,61.2767,108.0108,-25.47,100,100,1.9,RU,2022-03-13 22:33:53
152,Kruisfontein,-34.0033,24.7314,60.89,86,100,18.84,ZA,2022-03-13 22:33:54
153,Pacific Grove,36.6177,-121.9166,67.68,69,0,8.01,US,2022-03-13 22:33:37
154,Nanortalik,60.1432,-45.2371,32.14,67,95,46.77,GL,2022-03-13 22:33:54
155,Altay,47.8667,88.1167,33.49,99,100,6.42,CN,2022-03-13 22:33:55
156,Mariestad,58.7097,13.8237,39.67,62,31,6.2,SE,2022-03-13 22:33:55
157,Gejiu,23.306,103.1635,53.42,87,69,2.26,CN,2022-03-13 22:33:56
158,Castro,-24.7911,-50.0119,63.63,98,100,2.06,BR,2022-03-13 22:33:56
159,Souillac,-20.5167,57.5167,79.18,83,40,8.05,MU,2022-03-13 22:33:57
160,Marawi,7.9986,124.2928,71.49,92,84,2.17,PH,2022-03-13 22:33:57
161,Fortuna Foothills,32.6578,-114.4119,82.69,11,0,11.5,US,2022-03-13 22:33:57
162,Dikson,73.5069,80.5464,-5.17,97,100,17.02,RU,2022-03-13 22:33:58
163,Eyl,7.9803,49.8164,75.69,76,93,15.23,SO,2022-03-13 22:33:58
164,Makokou,0.5738,12.8642,71.2,94,38,1.43,GA,2022-03-13 22:33:58
165,Agropoli,40.3469,14.9966,42.08,70,1,4.61,IT,2022-03-13 22:33:59
166,High Rock,26.6208,-78.2833,68.02,60,99,18.43,BS,2022-03-13 22:33:59
167,Marsh Harbour,26.5412,-77.0636,69.31,59,50,18.79,BS,2022-03-13 22:34:00
168,Omboue,-1.5746,9.2618,78.91,86,100,5.37,GA,2022-03-13 22:34:00
169,Turtas,58.9417,69.1325,-3.53,99,93,4.97,RU,2022-03-13 22:34:00
170,Kudahuvadhoo,2.6708,72.8944,82.74,68,47,6.02,MV,2022-03-13 22:34:01
171,Tecoanapa,16.5167,-98.75,83.52,56,0,10.31,MX,2022-03-13 22:34:01
172,Aden,12.7794,45.0367,77.76,68,4,15.5,YE,2022-03-13 22:32:58
173,Devitsa,51.6352,38.945,18.09,96,97,7.78,RU,2022-03-13 22:34:02
174,Port Keats,-14.25,129.55,80.78,81,79,3.04,AU,2022-03-13 22:34:02
175,Yumen,40.2833,97.2,46.54,32,32,6.22,CN,2022-03-13 22:34:03
176,Alofi,-19.0595,-169.9187,84.09,70,10,3.44,NU,2022-03-13 22:30:33
177,Campoverde,-8.4753,-74.8058,83.89,93,97,3.4,PE,2022-03-13 22:34:03
178,Sur,22.5667,59.5289,78.93,40,25,7.9,OM,2022-03-13 22:34:04
179,Viedma,-40.8135,-62.9967,75.94,31,29,10.02,AR,2022-03-13 22:34:04
180,Iqaluit,63.7506,-68.5145,-20.47,76,75,4.61,CA,2022-03-13 22:34:04
181,Bima,-8.4667,118.7167,78.21,91,100,1.01,ID,2022-03-13 22:34:05
182,Vilhena,-12.7406,-60.1458,73.62,94,75,4.61,BR,2022-03-13 22:34:05
183,Ust-Tsilma,65.441,52.1498,5.11,99,88,4.16,RU,2022-03-13 22:34:06
184,Semporna,4.4818,118.6112,78.26,88,75,3.8,MY,2022-03-13 22:34:06
185,Kavieng,-2.5744,150.7967,84.25,71,49,14.76,PG,2022-03-13 22:34:06
186,Safaga,26.7292,33.9365,58.28,54,0,21.88,EG,2022-03-13 22:34:07
187,Hofn,64.2539,-15.2082,35.89,46,51,9.6,IS,2022-03-13 22:34:07
188,Hyeres,43.1167,6.1167,49.41,87,100,11.5,FR,2022-03-13 22:34:07
189,Bunia,1.5667,30.25,60.96,96,97,3.56,CD,2022-03-13 22:34:08
190,Vila Velha,-20.3297,-40.2925,80.55,87,20,9.22,BR,2022-03-13 22:34:08
191,Avarua,-21.2078,-159.775,84.25,74,76,4.61,CK,2022-03-13 22:34:08
192,Zaozerne,45.1582,33.2787,30.33,55,6,8.43,UA,2022-03-13 22:34:09
193,Coquimbo,-29.9533,-71.3436,64.13,77,20,11.5,CL,2022-03-13 22:32:52
194,Saldanha,-33.0117,17.9442,55.45,61,96,18.66,ZA,2022-03-13 22:34:09
195,Caravelas,-17.7125,-39.2481,78.3,81,100,5.73,BR,2022-03-13 22:34:10
196,Chiredzi,-21.05,31.6667,71.91,67,0,3.0,ZW,2022-03-13 22:34:10
197,Saint George,37.1041,-113.5841,69.64,14,0,11.5,US,2022-03-13 22:32:50
198,San Marcos,33.1434,-117.1661,72.61,60,0,11.5,US,2022-03-13 22:29:30
199,Luchegorsk,46.4764,134.2569,22.46,93,79,2.62,RU,2022-03-13 22:34:11
200,Lesnoy,57.6198,63.0784,2.23,98,97,3.85,RU,2022-03-13 22:34:11
201,Charkhi Dadri,28.6,76.2667,68.67,39,0,2.55,IN,2022-03-13 22:34:11
202,Puerto Del Rosario,28.5004,-13.8627,65.95,77,75,6.91,ES,2022-03-13 22:30:03
203,Kribi,2.95,9.9167,79.54,83,99,7.2,CM,2022-03-13 22:34:12
204,New Norfolk,-42.7826,147.0587,63.9,66,100,2.19,AU,2022-03-13 22:34:12
205,Springdale,36.1867,-94.1288,62.73,24,0,19.57,US,2022-03-13 22:34:13
206,Whitehorse,60.7161,-135.0538,9.1,62,100,10.36,CA,2022-03-13 22:34:13
207,Kantang,7.4054,99.5156,75.88,91,66,4.03,TH,2022-03-13 22:34:13
208,Nago,26.5881,127.9761,59.43,84,14,0.63,JP,2022-03-13 22:34:14
209,Tasiilaq,65.6145,-37.6368,30.36,87,100,29.62,GL,2022-03-13 22:34:14
210,Labuan,5.2767,115.2417,75.56,100,20,0.0,MY,2022-03-13 22:34:14
211,Bonavista,48.6499,-53.1147,23.94,64,46,38.88,CA,2022-03-13 22:34:15
212,Puerto Princesa,9.7392,118.7353,79.88,84,24,1.48,PH,2022-03-13 22:34:15
213,Lianzhou,24.7811,112.3825,70.14,86,63,2.1,CN,2022-03-13 22:34:16
214,Puerto Madero,14.7208,-92.4215,89.8,51,20,11.5,MX,2022-03-13 22:34:16
215,Kargopol,61.5071,38.9456,23.11,90,100,6.89,RU,2022-03-13 22:34:16
216,Caxito,-8.5785,13.6643,75.4,90,100,1.39,AO,2022-03-13 22:34:17
217,Isabela,6.7085,121.9711,77.05,85,72,3.87,PH,2022-03-13 22:34:17
218,Channel-Port Aux Basques,47.5702,-59.1367,22.68,73,100,47.76,CA,2022-03-13 22:34:17
219,Hamilton,39.1834,-84.5333,52.11,43,0,16.11,US,2022-03-13 22:33:49
220,Coihaique,-45.5752,-72.0662,56.01,62,40,3.44,CL,2022-03-13 22:34:18
221,Kapuskasing,49.4169,-82.4331,23.0,68,75,0.0,CA,2022-03-13 22:34:18
222,Geraldton,-28.7667,114.6,63.01,88,9,9.22,AU,2022-03-13 22:31:22
223,Puerto Escondido,15.85,-97.0667,81.43,69,20,8.05,MX,2022-03-13 22:34:18
224,Qasigiannguit,68.8193,-51.1922,3.45,98,100,2.91,GL,2022-03-13 22:34:19
225,Fairbanks,64.8378,-147.7164,15.22,34,0,8.05,US,2022-03-13 22:34:19
226,Yertsevo,60.7966,40.086,20.17,96,97,5.73,RU,2022-03-13 22:34:20
227,Cayenne,4.9333,-52.3333,74.08,1,75,4.61,GF,2022-03-13 22:34:20
228,Berlevag,70.8578,29.0864,39.2,85,94,14.12,NO,2022-03-13 22:34:20
229,Nikolskoye,59.7035,30.7861,31.87,99,96,1.81,RU,2022-03-13 22:34:21
230,Smolenka,52.1352,113.4974,12.27,73,20,4.47,RU,2022-03-13 22:34:21
231,Dubai,25.2582,55.3047,82.33,30,0,3.44,AE,2022-03-13 22:34:17
232,Kungurtug,50.5994,97.5228,13.82,94,98,1.7,RU,2022-03-13 22:34:22
233,Biggar,55.6167,-3.5167,48.9,91,85,5.37,GB,2022-03-13 22:34:22
234,Moerai,-22.4333,-151.3333,80.67,75,100,16.04,PF,2022-03-13 22:34:22
235,Abha,18.2164,42.5053,60.62,82,0,11.5,SA,2022-03-13 22:34:23
236,Cockburn Town,21.4612,-71.1419,80.56,69,40,11.5,TC,2022-03-13 22:31:52
237,Dubbo,-32.25,148.6167,68.13,73,1,11.5,AU,2022-03-13 22:34:23
238,Klyuchi,52.2667,79.1667,0.59,96,81,7.07,RU,2022-03-13 22:34:24
239,Waipawa,-41.4122,175.5153,58.53,67,100,7.43,NZ,2022-03-13 22:34:24
240,Tateyama,34.9833,139.8667,63.1,85,100,28.43,JP,2022-03-13 22:34:25
241,Roald,62.5833,6.1333,52.72,70,75,3.44,NO,2022-03-13 22:34:25
242,Havoysund,70.9963,24.6622,37.26,86,41,13.29,NO,2022-03-13 22:34:25
243,Carmen,18.6333,-91.8333,71.64,78,100,11.5,MX,2022-03-13 22:32:05
244,Rocha,-34.4833,-54.3333,58.3,89,10,4.7,UY,2022-03-13 22:34:26
245,Laurel,39.0993,-76.8483,44.26,41,40,6.91,US,2022-03-13 22:29:42
246,Calama,-22.4667,-68.9333,68.49,32,20,21.85,CL,2022-03-13 22:30:02
247,Jining,35.405,116.5814,57.0,1,94,6.13,CN,2022-03-13 22:34:26
248,Wewak,-3.5534,143.6268,83.08,76,88,6.76,PG,2022-03-13 22:34:27
249,Tiksi,71.6872,128.8694,-22.07,100,99,2.01,RU,2022-03-13 22:34:27
250,Nuuk,64.1835,-51.7216,9.21,78,75,26.46,GL,2022-03-13 22:34:28
251,Puerto Narino,-3.7703,-70.3831,74.14,96,100,2.73,CO,2022-03-13 22:34:28
252,Merauke,-8.4667,140.3333,80.89,85,82,8.72,ID,2022-03-13 22:34:28
253,Airai,-8.9266,125.4092,64.29,86,99,2.13,TL,2022-03-13 22:34:29
254,La Ronge,55.1001,-105.2842,10.65,61,100,16.11,CA,2022-03-13 22:34:29
255,Sao Filipe,14.8961,-24.4956,71.83,69,4,16.42,CV,2022-03-13 22:34:29
256,Qaanaaq,77.484,-69.3632,-9.18,98,100,2.3,GL,2022-03-13 22:34:30
257,San Rafael Del Sur,11.8485,-86.4384,88.77,38,21,17.92,NI,2022-03-13 22:34:30
258,Butaritari,3.0707,172.7902,81.72,74,9,20.54,KI,2022-03-13 22:34:30
259,Port Hardy,50.6996,-127.4199,48.38,76,100,16.11,CA,2022-03-13 22:30:26
260,Kununurra,-15.7667,128.7333,73.38,88,84,3.44,AU,2022-03-13 22:34:31
261,Siderno,38.2779,16.302,49.33,78,5,4.36,IT,2022-03-13 22:34:31
262,Piacabucu,-10.4056,-36.4344,80.58,79,19,10.6,BR,2022-03-13 22:34:32
263,Muzhi,65.3667,64.6667,-3.24,100,98,2.55,RU,2022-03-13 22:34:32
264,Lisakovsk,52.5369,62.4936,-7.37,100,100,6.62,KZ,2022-03-13 22:34:33
265,Wuwei,37.9281,102.6414,44.85,41,42,1.95,CN,2022-03-13 22:34:33
266,Zemio,5.0314,25.1361,72.52,78,89,4.29,CF,2022-03-13 22:34:33
267,Murray,40.6669,-111.888,46.42,62,40,9.22,US,2022-03-13 22:30:03
268,Sobolevo,54.4299,31.8996,23.25,94,83,7.16,RU,2022-03-13 22:34:34
269,Belyy Yar,53.6039,91.3903,4.89,56,0,11.18,RU,2022-03-13 22:34:34
270,Nenjiang,49.1833,125.2167,12.38,95,100,3.04,CN,2022-03-13 22:34:35
271,Qiongshan,20.0058,110.3542,71.58,94,75,4.47,CN,2022-03-13 22:34:35
272,Balaghat,21.8,80.1833,69.73,20,0,4.61,IN,2022-03-13 22:34:35
273,Buala,-8.145,159.5921,84.27,69,96,3.69,SB,2022-03-13 22:34:36
274,Hikone,35.25,136.25,52.88,92,92,5.21,JP,2022-03-13 22:34:36
275,Pokhara,28.2333,83.9833,65.16,25,1,6.62,NP,2022-03-13 22:34:37
276,Dingle,10.9995,122.6711,78.26,88,67,5.12,PH,2022-03-13 22:34:37
277,Saurimo,-9.6608,20.3916,61.14,96,97,2.15,AO,2022-03-13 22:34:37
278,Healdsburg,38.6105,-122.8692,68.11,45,0,9.22,US,2022-03-13 22:33:18
279,Inuvik,68.3499,-133.7218,-1.34,55,20,5.75,CA,2022-03-13 22:34:38
280,Miquelon,47.0975,-56.3814,24.89,73,99,51.43,PM,2022-03-13 22:34:38
281,Namibe,-15.1961,12.1522,72.72,73,100,6.08,AO,2022-03-13 22:34:38
282,Chokurdakh,70.6333,147.9167,-9.06,91,100,4.47,RU,2022-03-13 22:34:39
283,Sinnamary,5.3833,-52.95,76.59,92,100,12.1,GF,2022-03-13 22:34:39
284,Nome,64.5011,-165.4064,21.27,42,0,11.5,US,2022-03-13 22:34:39
285,Grand Gaube,-20.0064,57.6608,79.2,85,65,3.0,MU,2022-03-13 22:34:40
286,Meulaboh,4.1363,96.1285,76.73,88,53,3.69,ID,2022-03-13 22:34:40
287,Liverpool,53.4106,-2.9779,45.82,83,20,5.75,GB,2022-03-13 22:29:48
288,Asyut,27.181,31.1837,53.78,56,0,18.1,EG,2022-03-13 22:34:41
289,Vestmannaeyjar,63.4427,-20.2734,40.51,61,26,14.72,IS,2022-03-13 22:34:41
290,Melong,5.1218,9.9614,70.29,80,100,1.36,CM,2022-03-13 22:34:41
291,San Policarpo,12.1791,125.5072,80.62,85,96,7.31,PH,2022-03-13 22:34:42
292,Jodiya,22.6925,70.306,77.99,51,0,5.93,IN,2022-03-13 22:34:42
293,Boysun,38.2061,67.1986,51.12,70,100,4.16,UZ,2022-03-13 22:34:43
294,Magadan,59.5667,150.8,7.54,69,100,4.21,RU,2022-03-13 22:30:28
